mmsi_1,mmsi_2,name_1,name_2,timestamp_1,timestamp_2,lat_1,lon_1,lat_2,lon_2,distance_m,event_id
211810060,253754000,WINDCAT 43,GEO OCEAN V,2021-12-24 09:26:00,2021-12-24 09:26:00,54.749943,14.783377,54.749918,14.783405,3.3100781872132785,0
219017554,219021219,SILLE BOB,JANNE,2021-12-29 13:43:20,2021-12-29 13:43:20,55.188062,14.700848,55.188027,14.70085,3.89389271046772,1
219021240,232018267,KARIN HOEJ,MV SCOT CARRIER,2021-12-13 02:27:20,2021-12-13 02:27:20,55.223067,14.24373,55.223092,14.243683,4.075970263995033,2
